orig_texts	orig_labels	orig_predictions	orig_z	edits_texts	edits_labels	edits_predictions	edits_z_pre	edits_z_pos
▁Children ▁at ▁day care ▁playing ▁on ▁rings , ▁and ▁pole s , ▁one ▁parent ▁standing ▁and ▁holding ▁her ▁child ▁and ▁one ▁teacher ▁is ▁sitting ▁on ▁the ▁bench ▁watching ▁the ▁others ▁play . </s> ▁Children ▁are ▁body ▁ s la mm ing ▁each ▁other . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	▁Children ▁at ▁day care ▁playing ▁on ▁rings , ▁and ▁pole s , ▁one ▁parent ▁standing ▁and ▁holding ▁her ▁child ▁and ▁one ▁teacher ▁is ▁sitting ▁on ▁the ▁bench ▁watching ▁the ▁others ▁play . </s> ▁There ▁are ▁children ▁ pos ing ▁each ▁other . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
▁A ▁hockey ▁player ▁in ▁blue ▁and ▁red ▁guard ing ▁the ▁goal . </s> ▁ a ▁person ▁playing ▁ a ▁sport </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]	▁A ▁hockey ▁player ▁in ▁blue ▁and ▁red ▁guard ing ▁the ▁goal . </s> ▁ a ▁hockey ▁player ▁scores ▁ a ▁goal </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]
▁A ▁woman ▁wearing ▁ a ▁yellow ▁tank ▁top ▁and ▁white ▁pants ▁looking ▁into ▁ a ▁window ▁on ▁ a ▁city ▁street . </s> ▁A ▁woman ▁wearing ▁ a ▁tank ▁top ▁and ▁pants ▁looks ▁through ▁some ▁glass . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁woman ▁wearing ▁ a ▁yellow ▁tank ▁top ▁and ▁white ▁pants ▁looking ▁into ▁ a ▁window ▁on ▁ a ▁city ▁street . </s> ▁A ▁man ▁wearing ▁ a ▁yellow ▁tank ▁top ▁and ▁pants ▁looking ▁into ▁space . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁man ▁riding ▁ a ▁motorcycle ▁on ▁ a ▁dirt ▁road ▁passing ▁several ▁junk ▁or ▁abandoned ▁cars ▁on ▁the ▁side ▁of ▁the ▁road . </s> ▁A ▁man ▁is ▁riding ▁ a ▁motor c y le . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁riding ▁ a ▁motorcycle ▁on ▁ a ▁dirt ▁road ▁passing ▁several ▁junk ▁or ▁abandoned ▁cars ▁on ▁the ▁side ▁of ▁the ▁road . </s> ▁A ▁man ▁is ▁driving ▁ a ▁car . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁Bubble s ▁surround ▁ a ▁statue ▁in ▁the ▁middle ▁of ▁ a ▁street . </s> ▁There ▁are ▁bubble s ▁around ▁the ▁statue . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁Bubble s ▁surround ▁ a ▁statue ▁in ▁the ▁middle ▁of ▁ a ▁street . </s> ▁Bubble s ▁are ▁in ▁the ▁ocean . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁bi cycl ist ▁wearing ▁white ▁sunglasses ▁and ▁ a ▁white ▁and ▁black ▁helmet . </s> ▁Nobody ▁has ▁sunglasses </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]	▁A ▁bi cycl ist ▁wearing ▁white ▁sunglasses ▁and ▁ a ▁white ▁and ▁black ▁helmet . </s> ▁Someone ▁has ▁sunglasses </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
▁A ▁woman ▁wearing ▁ a ▁ striped ▁wrap ▁is ▁bent ▁over ▁in ▁ a ▁corn field ▁while ▁looking ▁at ▁the ▁camera . </s> ▁A ▁man ▁wearing ▁ a ▁bath ing ▁suit ▁is ▁bent ▁over ▁in ▁ a ▁corn field ▁while ▁looking ▁at ▁the ▁camera . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁woman ▁wearing ▁ a ▁ striped ▁wrap ▁is ▁bent ▁over ▁in ▁ a ▁corn field ▁while ▁looking ▁at ▁the ▁camera . </s> ▁A ▁woman ▁wearing ▁ a ▁bath ing ▁suit ▁is ▁bent ▁over ▁in ▁ a ▁corn field ▁while ▁looking ▁at ▁the ▁camera . </s>	0	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁sit s ▁at ▁ a ▁table ▁in ▁ a ▁room . </s> ▁A ▁man ▁sit s . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]	▁A ▁man ▁sit s ▁at ▁ a ▁table ▁in ▁ a ▁room . </s> ▁A ▁man ▁is ▁indoor s . </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]
▁A ▁man ▁in ▁ a ▁suit ▁cheer ing ▁in ▁ a ▁library ▁in ▁front ▁of ▁children . </s> ▁A ▁boy ▁is ▁attending ▁ a ▁club ▁meeting . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁in ▁ a ▁suit ▁cheer ing ▁in ▁ a ▁library ▁in ▁front ▁of ▁children . </s> ▁A ▁man ▁is ▁in ▁ a ▁library . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁playing ▁ a ▁piano </s> ▁A ▁boy ▁is ▁playing ▁tromb one . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁playing ▁ a ▁piano </s> ▁A ▁man ▁is ▁playing ▁music . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁Dog ▁running ▁with ▁ a ▁purple ▁to y ▁in ▁the ▁snow y ▁field . </s> ▁A ▁dog ▁is ▁running . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁Dog ▁running ▁with ▁ a ▁purple ▁to y ▁in ▁the ▁snow y ▁field . </s> ▁A ▁dog ▁is ▁sleeping . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁in ▁ a ▁green ▁shirt ▁and ▁large ▁be ige ▁ hat ▁is ▁super vis ing ▁ a ▁news stand ▁that ▁sell s ▁snacks ▁and ▁drinks . </s> ▁the ▁man ▁is ▁at ▁home ▁sleeping </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]	▁A ▁man ▁in ▁ a ▁green ▁shirt ▁and ▁large ▁be ige ▁ hat ▁is ▁super vis ing ▁ a ▁news stand ▁that ▁sell s ▁snacks ▁and ▁drinks . </s> ▁the ▁man ▁is ▁wearing ▁green </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]
▁Two ▁young ▁ladies ▁walking ▁down ▁the ▁street ▁together . </s> ▁There ▁are ▁two ▁woman ▁in ▁this ▁picture , ▁and ▁they ▁are ▁both ▁outside . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁Two ▁young ▁ladies ▁walking ▁down ▁the ▁street ▁together . </s> ▁There ▁is ▁one ▁woman ▁in ▁this ▁picture , ▁and ▁they ▁are ▁both ▁outside . </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁motorist ▁gets ▁some ▁air ▁over ▁ a ▁rough ▁hill . </s> ▁A ▁motorist ▁has ▁ stal led . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]	▁A ▁motorist ▁gets ▁some ▁air ▁over ▁ a ▁rough ▁hill . </s> ▁A ▁person ▁gets ▁ hur led . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁man ▁in ▁ a ▁blue ▁jacket ▁holding ▁ a ▁hand saw ▁saw ing ▁ a ▁pipe ▁on ▁top ▁of ▁ a ▁wood ▁fence . </s> ▁Someone ▁is ▁saw ing . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]	▁A ▁man ▁in ▁ a ▁blue ▁jacket ▁holding ▁ a ▁hand saw ▁saw ing ▁ a ▁pipe ▁on ▁top ▁of ▁ a ▁wood ▁fence . </s> ▁Nobody ▁is ▁saw ing . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
▁A ▁baby ▁sitting ▁in ▁ a ▁high chair ▁looking ▁delighted . </s> ▁The ▁baby ▁is ▁crying . </s>	2	1	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁baby ▁sitting ▁in ▁ a ▁high chair ▁looking ▁delighted . </s> ▁The ▁baby ▁is ▁happy . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁laughing ▁while ▁at ▁ a ▁restaurant . </s> ▁A ▁man ▁laughing . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁laughing ▁while ▁at ▁ a ▁restaurant . </s> ▁A ▁man ▁is ▁sleeping . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁touching ▁ a ▁hanging ▁ strand ▁of ▁lamps . </s> ▁A ▁man ▁is ▁reaching ▁out ▁to ▁ a ▁ strand ▁of ▁lamps . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁man ▁touching ▁ a ▁hanging ▁ strand ▁of ▁lamps . </s> ▁A ▁woman ▁is ▁touching ▁ a ▁ strand ▁of ▁lamps . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁touching ▁ a ▁hanging ▁ strand ▁of ▁lamps . </s> ▁A ▁man ▁has ▁his ▁hands ▁shove d ▁into ▁his ▁coat ▁pockets . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁touching ▁ a ▁hanging ▁ strand ▁of ▁lamps . </s> ▁A ▁man ▁has ▁his ▁hands ▁hinge d ▁on ▁his ▁hands . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁is ▁playing ▁with ▁his ▁skate board ▁on ▁ a ▁street . </s> ▁A ▁man ▁is ▁outside . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁is ▁playing ▁with ▁his ▁skate board ▁on ▁ a ▁street . </s> ▁A ▁man ▁rides ▁his ▁bike . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]
▁3 ▁cyclist s ▁are ▁racing ▁ahead ▁of ▁ a ▁red ▁BMW , ▁with ▁the ▁leader ▁wearing ▁solid ▁white ▁helmet ▁and ▁black ▁cycling ▁pants </s> ▁Three ▁people ▁are ▁riding ▁horses ▁across ▁ a ▁course . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁3 ▁cyclist s ▁are ▁racing ▁ahead ▁of ▁ a ▁red ▁BMW , ▁with ▁the ▁leader ▁wearing ▁solid ▁white ▁helmet ▁and ▁black ▁cycling ▁pants </s> ▁Three ▁people ▁are ▁riding ▁ a ▁bike . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁woman ▁with ▁ a ▁pink ▁purse ▁walks ▁down ▁ a ▁ crowded ▁sidewalk . </s> ▁A ▁woman ▁walks ▁through ▁ a ▁crowd </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]	▁A ▁woman ▁with ▁ a ▁pink ▁purse ▁walks ▁down ▁ a ▁ crowded ▁sidewalk . </s> ▁A ▁woman ▁has ▁ a ▁blue ▁purse </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]
▁A ▁ ju g gler ▁wearing ▁ a ▁plaid ▁ k il t ▁and ▁ a ▁green ▁shirt , ▁ ju ggling . </s> ▁A ▁person ▁rides ▁ a ▁bike ▁down ▁ a ▁hill ▁wearing ▁pants . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁ ju g gler ▁wearing ▁ a ▁plaid ▁ k il t ▁and ▁ a ▁green ▁shirt , ▁ ju ggling . </s> ▁A ▁person ▁wearing ▁ a ▁shirt ▁and ▁ a ▁ ju g gler . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁man ▁sit s ▁outdoors ▁with ▁some ▁of ▁his ▁belonging s . </s> ▁A ▁man ▁is ▁inside . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁sit s ▁outdoors ▁with ▁some ▁of ▁his ▁belonging s . </s> ▁A ▁man ▁is ▁outdoors . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]
